,IS Policy,IS Budget,Optimizer,EVD Pre,EVD Post,Theta,Info,NFEV,Duration (s)
38,Uniform,1,CMA-ES,459.2110054,403.2165325,"[-1. -1.  1.  1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1. -1. -1.  1.  1.
  1. -1. -1. -1. -1. -1. -1.]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=538950, Wed Jun 23 00:22:18 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 1.804837220765802e+02 1.0e+00 4.77e-01  5e-01  5e-01 0:00.0
    2     26 1.702520628486195e+02 1.1e+00 4.63e-01  5e-01  5e-01 0:00.0
    3     39 1.707522547230614e+02 1.1e+00 4.57e-01  4e-01  5e-01 0:00.0
  100   1300 1.565245971969504e+02 4.0e+00 1.24e-01  5e-02  1e-01 0:01.4
  200   2600 1.559273769537181e+02 6.5e+00 8.51e-03  2e-03  1e-02 0:02.8
  300   3900 1.558873051529065e+02 3.0e+01 9.82e-03  2e-03  3e-02 0:04.2
  400   5200 1.558708851207409e+02 4.0e+01 5.71e-03  6e-04  2e-02 0:05.6
  500   6500 1.558647337296311e+02 4.9e+01 2.02e-03  2e-04  8e-03 0:07.0
  600   7800 1.558646389438345e+02 5.5e+01 1.31e-03  9e-05  4e-03 0:08.3
  700   9100 1.558634456002180e+02 3.2e+02 3.42e-03  2e-04  6e-02 0:09.6
  800  10400 1.558633731424461e+02 2.8e+02 6.55e-04  3e-05  8e-03 0:10.9
  900  11700 1.558633581271642e+02 2.7e+02 1.64e-04  7e-06  2e-03 0:12.2
 1000  13000 1.558633580531308e+02 2.9e+02 2.95e-06  1e-07  3e-05 0:13.5
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
 1073  13949 1.558633580531173e+02 3.0e+02 1.54e-07  5e-09  1e-06 0:14.5
termination on tolfun=1e-11 (Wed Jun 23 00:22:35 2021)
final/bestever f-value = 1.558634e+02 1.558634e+02
incumbent solution: [-1. -1.  1.  1. -1. -1. -1. -1. ...]
std deviations: [8.90368359e-07 1.79993821e-07 4.68662602e-09 2.11396679e-07
 1.33264294e-06 3.69958811e-08 2.13366467e-08 2.32937639e-08 ...]",13949,41.880281
39,Uniform,10,L-BFGS-B-IS,463.2994257,541.2585801,"[ 2.27230284e-03  1.00000000e+00  1.00000000e+00  1.00000000e+00
  5.64417412e-04  1.00000000e+00  1.00000000e+00 -1.00000000e+00
 -1.00000000e+00  1.30297550e-01  1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00  1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  1.82779868e-01  1.00000000e+00 -1.00000000e+00 -9.71039187e-01
  1.00000000e+00]","      fun: 177.5495837078526
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-1.37212586e-04, -2.60513547e-01, -2.81396150e+01, -1.74923915e-01,
       -3.40822409e-05, -2.30312074e-01, -3.93198450e-01,  1.34180277e+00,
        8.89236301e-02, -7.86799343e-03, -6.03848148e-02,  6.08155554e+00,
        3.60187488e+00,  6.62927402e+00,  1.34690661e-01, -6.70903338e-02,
        5.55616331e+00,  2.42139593e+00,  5.68457509e+00,  3.82967067e-01,
       -1.10371285e-02, -1.16077659e-01,  6.28078493e-01,  5.86360215e-02,
       -7.46048267e-02])
  message: 'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
     nfev: 37
      nit: 13
     njev: 37
   status: 0
  success: True
        x: array([ 2.27230284e-03,  1.00000000e+00,  1.00000000e+00,  1.00000000e+00,
        5.64417412e-04,  1.00000000e+00,  1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00,  1.30297550e-01,  1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,  1.00000000e+00,
       -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
        1.82779868e-01,  1.00000000e+00, -1.00000000e+00, -9.71039187e-01,
        1.00000000e+00])",37,52.059749
40,Uniform,10,L-BFGS-B-2point,431.5019133,13.15235048,"[ 1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1. -1. -1. -1. -1.  1. -1. -1.
 -1. -1.  1.  1. -1.  1.  1.]","      fun: 177.49622274531248
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-1.37329102e-04, -2.60517120e-01, -2.81396389e+01, -1.74928665e-01,
       -3.43322754e-05, -2.30594635e-01, -4.82326508e-01,  9.53638077e-01,
        3.06968689e-02, -7.94601440e-03, -2.04267502e-01,  2.37744141e+00,
        9.06139374e-01,  3.10111809e+00,  6.55231476e-02, -1.52090073e-01,
        2.26645088e+00,  6.20334625e-01,  2.29872322e+00,  2.56122589e-01,
       -1.11312866e-02, -1.62006378e-01,  3.52018356e-01, -1.88655853e-02,
       -7.50560760e-02])
  message: 'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
     nfev: 156
      nit: 5
     njev: 6
   status: 0
  success: True
        x: array([ 1.,  1.,  1.,  1.,  1.,  1.,  1., -1., -1.,  1.,  1., -1., -1.,
       -1., -1.,  1., -1., -1., -1., -1.,  1.,  1., -1.,  1.,  1.])",156,24.908206
41,Uniform,10,CMA-ES,425.2768368,5.819445848,"[ 1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1. -1. -1. -1. -1.  1. -1. -1.
 -1. -1.  1.  1. -1.  1.  1.]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=523874, Wed Jun 23 00:49:42 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 1.920799481794515e+02 1.0e+00 4.75e-01  5e-01  5e-01 0:00.1
    2     26 1.885546774877618e+02 1.1e+00 4.59e-01  5e-01  5e-01 0:00.1
    3     39 1.874444072283915e+02 1.1e+00 4.60e-01  5e-01  5e-01 0:00.2
   57    741 1.795385654239030e+02 2.3e+00 2.02e-01  1e-01  2e-01 0:03.2
  100   1300 1.785136937613009e+02 3.4e+00 8.84e-02  4e-02  1e-01 0:05.7
  189   2457 1.776019571850036e+02 9.0e+00 4.45e-02  1e-02  6e-02 0:10.7
  200   2600 1.775789957605311e+02 9.2e+00 3.59e-02  8e-03  5e-02 0:11.3
  300   3900 1.775320788310674e+02 1.5e+01 1.19e-02  2e-03  2e-02 0:16.9
  400   5200 1.774983293143670e+02 4.5e+01 8.99e-03  9e-04  3e-02 0:22.6
  500   6500 1.774963746902899e+02 4.4e+01 1.69e-03  1e-04  4e-03 0:28.2
  600   7800 1.774963555768546e+02 4.7e+01 2.03e-04  1e-05  5e-04 0:33.8
  700   9100 1.774963213771148e+02 3.1e+02 1.60e-03  9e-05  3e-02 0:39.5
  800  10400 1.774962438693483e+02 4.6e+02 1.20e-04  5e-06  2e-03 0:45.1
  900  11700 1.774962434002768e+02 4.9e+02 2.17e-04  7e-06  3e-03 0:50.8
 1000  13000 1.774962259246502e+02 1.1e+03 1.31e-03  4e-05  4e-02 0:56.4
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
 1100  14300 1.774962227456978e+02 1.0e+03 1.90e-05  5e-07  4e-04 1:02.0
 1200  15600 1.774962227453126e+02 1.1e+03 3.41e-07  7e-09  7e-06 1:07.6
 1210  15730 1.774962227453125e+02 1.0e+03 2.23e-07  4e-09  4e-06 1:08.2
termination on tolfun=1e-11 (Wed Jun 23 00:50:53 2021)
final/bestever f-value = 1.774962e+02 1.774962e+02
incumbent solution: [ 1.  1.  1.  1.  1.  1.  1. -1. ...]
std deviations: [1.98227803e-06 4.54433603e-08 4.45758017e-09 5.63660955e-08
 4.36350422e-06 4.72629913e-08 3.23135528e-08 2.33831479e-08 ...]",15730,95.497285
42,Uniform,50,L-BFGS-B-IS,461.2942677,28.64091467,"[-0.13945761 -1.          1.         -1.         -0.14964494 -1.
 -1.          0.97404689 -1.         -1.         -1.          1.
 -1.          1.         -1.         -1.          1.          0.65528937
  1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]","      fun: 229.50892773685783
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 7.67220213e-03,  3.74431682e+00, -2.41113687e+01,  4.82275956e+00,
        8.15496317e-03,  1.27759349e+00,  8.35001320e-01,  6.47782380e-03,
        3.11981724e+00,  1.14744884e+00,  1.71143485e+00, -1.25789605e-01,
        1.09368277e-01, -2.25296134e-01,  2.94593167e+00,  2.38282086e+00,
       -2.88298151e-01,  1.09054235e-02, -4.05688386e-01,  2.79874800e+00,
        7.89760989e-01,  2.74117004e+00,  1.95622651e-01,  3.11783672e+00,
        1.63373036e+00])
  message: 'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
     nfev: 30
      nit: 13
     njev: 30
   status: 0
  success: True
        x: array([-0.13945761, -1.        ,  1.        , -1.        , -0.14964494,
       -1.        , -1.        ,  0.97404689, -1.        , -1.        ,
       -1.        ,  1.        , -1.        ,  1.        , -1.        ,
       -1.        ,  1.        ,  0.65528937,  1.        , -1.        ,
       -1.        , -1.        , -1.        , -1.        , -1.        ])",30,180.580661
43,Uniform,50,L-BFGS-B-2point,431.3308798,367.4876705,"[-1.         -1.          1.         -1.         -1.         -1.
  1.         -1.         -1.         -1.         -1.          1.
 -1.          1.         -1.         -1.          1.          0.89104973
  1.         -1.         -1.         -1.          1.         -1.
 -1.        ]","      fun: 228.77467530551925
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 1.53732300e-03,  6.18383408e-01, -2.63199425e+01,  2.43585777e+00,
        4.45938110e-03,  1.07559204e-01, -1.58012390e-01,  4.45957184e-02,
        1.93213844e+00,  5.98531723e-01,  9.31453705e-02, -1.24269485e-01,
        1.20664597e-01, -2.28860855e-01,  1.61289406e+00,  3.41331482e-01,
       -2.92881012e-01, -3.43322754e-05, -4.08237457e-01,  1.41126633e+00,
        1.65859222e-01,  5.86709976e-01, -1.01341248e-01,  1.28300285e+00,
        9.12919998e-01])
  message: 'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
     nfev: 780
      nit: 26
     njev: 30
   status: 0
  success: True
        x: array([-1.        , -1.        ,  1.        , -1.        , -1.        ,
       -1.        ,  1.        , -1.        , -1.        , -1.        ,
       -1.        ,  1.        , -1.        ,  1.        , -1.        ,
       -1.        ,  1.        ,  0.89104973,  1.        , -1.        ,
       -1.        , -1.        ,  1.        , -1.        , -1.        ])",780,46.843125
44,Uniform,50,CMA-ES,418.1809923,231.4277265,"[-1.         -1.          1.         -1.         -1.         -1.
  1.         -1.         -1.         -1.         -1.          1.
 -1.          1.         -1.         -1.          1.          0.89105972
  1.         -1.         -1.         -1.          1.         -1.
 -1.        ]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=539377, Wed Jun 23 01:20:02 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 2.494136925457105e+02 1.0e+00 4.66e-01  5e-01  5e-01 0:00.4
    2     26 2.408843590555109e+02 1.1e+00 4.56e-01  4e-01  5e-01 0:00.8
    3     39 2.382243690026826e+02 1.1e+00 4.57e-01  4e-01  5e-01 0:01.2
   11    143 2.346660317967163e+02 1.3e+00 4.68e-01  4e-01  5e-01 0:04.2
   22    286 2.329423607105438e+02 1.5e+00 3.71e-01  3e-01  4e-01 0:08.4
   36    468 2.328324565024092e+02 1.9e+00 3.35e-01  2e-01  4e-01 0:13.7
   52    676 2.319430615292204e+02 2.2e+00 2.15e-01  1e-01  2e-01 0:19.8
   71    923 2.298918443840216e+02 2.7e+00 1.63e-01  8e-02  2e-01 0:27.0
   93   1209 2.293152060263291e+02 3.2e+00 8.31e-02  3e-02  9e-02 0:35.3
  100   1300 2.292735931148352e+02 3.4e+00 7.26e-02  3e-02  8e-02 0:38.0
  127   1651 2.289385655676280e+02 4.2e+00 4.93e-02  2e-02  6e-02 0:48.2
  157   2041 2.288333580394213e+02 6.1e+00 3.54e-02  1e-02  5e-02 0:59.5
  189   2457 2.287917227892609e+02 7.7e+00 1.95e-02  5e-03  3e-02 1:11.6
  200   2600 2.287882301261128e+02 7.8e+00 1.67e-02  4e-03  3e-02 1:15.8
  238   3094 2.287840671525854e+02 9.1e+00 3.91e-03  7e-04  6e-03 1:30.2
  278   3614 2.287835667772489e+02 1.1e+01 2.29e-03  4e-04  3e-03 1:45.4
  300   3900 2.287833748789713e+02 1.4e+01 2.12e-03  3e-04  4e-03 1:53.7
  345   4485 2.287829579036855e+02 2.4e+01 2.88e-03  4e-04  8e-03 2:10.7
  393   5109 2.287805910614401e+02 6.9e+01 9.53e-03  1e-03  7e-02 2:28.9
  400   5200 2.287795522477562e+02 8.1e+01 1.06e-02  1e-03  9e-02 2:31.5
  453   5889 2.287750683406052e+02 1.1e+02 3.36e-03  3e-04  3e-02 2:51.6
  500   6500 2.287749637790690e+02 1.0e+02 8.28e-04  7e-05  7e-03 3:09.4
  559   7267 2.287747873249032e+02 1.0e+02 2.68e-03  2e-04  2e-02 3:31.7
  600   7800 2.287746799271170e+02 1.0e+02 9.13e-04  6e-05  5e-03 3:47.2
  664   8632 2.287746753394692e+02 9.8e+01 8.67e-05  5e-06  5e-04 4:11.4
  700   9100 2.287746753071496e+02 1.1e+02 2.35e-05  1e-06  1e-04 4:25.0
  769   9997 2.287746753053589e+02 1.2e+02 1.36e-06  6e-08  7e-06 4:51.1
  800  10400 2.287746753053523e+02 1.2e+02 3.68e-07  2e-08  2e-06 5:02.8
  831  10803 2.287746753053518e+02 1.3e+02 1.19e-07  5e-09  6e-07 5:14.6
termination on tolfun=1e-11 (Wed Jun 23 01:25:19 2021)
final/bestever f-value = 2.287747e+02 2.287747e+02
incumbent solution: [-1. -1.  1. -1. -1. -1.  1. -1. ...]
std deviations: [5.86680152e-07 2.98410345e-08 4.86878727e-09 1.59047324e-08
 4.07452318e-07 6.94828990e-08 5.90621108e-08 1.12878555e-07 ...]",10803,341.101223
45,Uniform,1,L-BFGS-B-IS,414.2807899,43.39836036,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1. -1.
 -1.  1.  1.  1.  1.  1.  1.]","      fun: 104.0147262119469
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-1.37228931e-04, -2.60523673e-01, -2.81397209e+01, -1.74939474e-01,
       -3.41200527e-05, -2.31296579e-01, -6.76012401e-01, -2.58993268e-01,
       -1.51126887e-01, -8.23808573e-03, -5.44336300e-01,  2.73705018e-01,
        8.27265230e+00,  1.13833685e-01, -1.39226077e-01, -3.83787647e-01,
       -8.84639515e-02,  9.28685507e+00,  2.99854845e-01, -1.64698258e-01,
       -1.14475265e-02, -3.09298172e-01, -3.70131366e-01, -3.37810150e-01,
       -7.78023268e-02])
  message: 'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
     nfev: 40
      nit: 16
     njev: 40
   status: 0
  success: True
        x: array([ 1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1., -1., -1.,
       -1.,  1.,  1.,  1., -1., -1.,  1.,  1.,  1.,  1.,  1.,  1.])",40,28.750573
46,Uniform,1,L-BFGS-B-2point,419.9614844,9.570957233,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1. -1.
  1.  1.  1.  1.  1.  1.  1.]","      fun: 103.64791207811624
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-1.37329102e-04, -2.60523796e-01, -2.81397209e+01, -1.74940109e-01,
       -3.43322754e-05, -2.31296539e-01, -6.76034927e-01, -2.59513855e-01,
       -1.51140213e-01, -8.23783875e-03, -5.44338226e-01,  5.67274094e-02,
        4.98522472e+00, -9.02328491e-02, -1.39228821e-01, -3.83789062e-01,
       -2.06979752e-01,  5.37936592e+00, -9.31720734e-02, -1.64705276e-01,
       -1.14479065e-02, -3.09305191e-01, -3.70683670e-01, -3.37841034e-01,
       -7.78026581e-02])
  message: 'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
     nfev: 78
      nit: 2
     njev: 3
   status: 0
  success: True
        x: array([ 1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.,  1., -1., -1.,
        1.,  1.,  1.,  1., -1.,  1.,  1.,  1.,  1.,  1.,  1.,  1.])",78,24.372968
47,Uniform,1,CMA-ES,446.2621192,15.80052696,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1. -1.
  1.  1.  1.  1.  1.  1.  1.]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=423359, Wed Jun 23 01:51:33 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 1.133899467074887e+02 1.0e+00 4.65e-01  5e-01  5e-01 0:00.0
    2     26 1.129713462784875e+02 1.1e+00 4.56e-01  5e-01  5e-01 0:00.0
    3     39 1.111150893864451e+02 1.1e+00 4.51e-01  4e-01  5e-01 0:00.0
  100   1300 1.047061322940345e+02 3.9e+00 1.74e-01  7e-02  2e-01 0:01.0
  200   2600 1.037100848149511e+02 9.1e+00 4.20e-02  8e-03  5e-02 0:02.0
  300   3900 1.036612179409069e+02 1.2e+01 5.22e-03  7e-04  7e-03 0:03.0
  400   5200 1.036481918649938e+02 4.3e+01 5.55e-03  5e-04  2e-02 0:04.0
  500   6500 1.036479990737287e+02 5.0e+01 1.93e-04  1e-05  5e-04 0:05.0
  600   7800 1.036479875493696e+02 1.4e+02 9.30e-04  5e-05  7e-03 0:06.0
  700   9100 1.036479300977079e+02 4.1e+02 1.98e-04  9e-06  3e-03 0:07.0
  800  10400 1.036479291754950e+02 4.2e+02 3.32e-04  1e-05  5e-03 0:08.0
  900  11700 1.036479121748177e+02 8.7e+02 3.57e-04  1e-05  1e-02 0:08.9
 1000  13000 1.036479120781530e+02 8.9e+02 4.65e-06  1e-07  1e-04 0:10.0
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
 1078  14014 1.036479120781163e+02 9.4e+02 1.42e-07  3e-09  3e-06 0:10.7
termination on tolfun=1e-11 (Wed Jun 23 01:51:46 2021)
final/bestever f-value = 1.036479e+02 1.036479e+02
incumbent solution: [1. 1. 1. 1. 1. 1. 1. 1. ...]
std deviations: [1.39409515e-06 3.19115924e-08 3.14614322e-09 3.84904947e-08
 2.81997650e-06 3.41723045e-08 1.96155757e-08 3.14420402e-08 ...]",14014,37.428667
48,Uniform,10,L-BFGS-B-IS,411.989276,4.235292726,"[ 9.04222680e-06  6.19232177e-01  1.00000000e+00  1.00000000e+00
  2.14313271e-04  8.05184354e-01  8.00040337e-01 -1.00000000e+00
 -1.00000000e+00 -9.01033558e-02  2.75808937e-01 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -3.88085893e-01 -9.71243867e-01  2.87434698e-01 -5.48441638e-01
  3.51424853e-01]","      fun: 208.61970088981946
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 1.40104485e-04,  1.16854083e-01, -2.73320407e+01, -1.52483857e-01,
       -1.76924336e-05,  4.04781038e-02,  5.02714814e-01,  7.27616849e-01,
        6.88664668e-01,  3.08633055e-02,  4.96029171e-01,  9.12622235e-01,
        1.02282564e+01,  1.06339813e+00,  5.55247144e-01,  6.93726141e-01,
        7.23807642e-01,  9.67129607e+00,  1.06399254e+00,  7.73996678e-01,
        1.08001163e-01,  1.19767676e+00,  3.06070581e-01,  4.85732226e-01,
       -6.34375168e-03])
  message: 'ABNORMAL_TERMINATION_IN_LNSRCH'
     nfev: 53
      nit: 11
     njev: 53
   status: 2
  success: False
        x: array([ 9.04222680e-06,  6.19232177e-01,  1.00000000e+00,  1.00000000e+00,
        2.14313271e-04,  8.05184354e-01,  8.00040337e-01, -1.00000000e+00,
       -1.00000000e+00, -9.01033558e-02,  2.75808937e-01, -1.00000000e+00,
       -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
       -3.88085893e-01, -9.71243867e-01,  2.87434698e-01, -5.48441638e-01,
        3.51424853e-01])",53,89.824767
49,Uniform,10,L-BFGS-B-2point,413.6395093,11.62657664,"[ 0.00296945  1.          1.          1.          0.0020425   1.
  1.         -1.         -1.         -1.          1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -0.57023476 -1.
  1.        ]","      fun: 208.3769915573495
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-3.81469727e-05, -1.40811920e-01, -2.77940445e+01, -1.63024902e-01,
       -2.47955322e-05, -1.09128952e-01, -1.44968033e-01,  1.07093811e-01,
        2.39568710e-01,  1.53713226e-02, -4.57725525e-02,  5.73400497e-01,
        4.75924110e+00,  6.89033508e-01,  1.66696548e-01,  1.51069641e-01,
        3.86304855e-01,  4.28643036e+00,  6.71337128e-01,  2.20911026e-01,
        3.94783020e-02,  4.91882324e-01, -0.00000000e+00,  5.85632324e-02,
       -4.14485931e-02])
  message: 'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
     nfev: 1014
      nit: 31
     njev: 39
   status: 0
  success: True
        x: array([ 0.00296945,  1.        ,  1.        ,  1.        ,  0.0020425 ,
        1.        ,  1.        , -1.        , -1.        , -1.        ,
        1.        , -1.        , -1.        , -1.        , -1.        ,
       -1.        , -1.        , -1.        , -1.        , -1.        ,
       -1.        , -1.        , -0.57023476, -1.        ,  1.        ])",1014,31.582979
50,Uniform,10,CMA-ES,404.1176959,10.52105376,"[ 1.          1.          1.          1.          1.          1.
  1.         -1.         -1.         -1.          1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -0.57052949 -1.
  1.        ]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=475575, Wed Jun 23 02:19:08 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 2.316382606530266e+02 1.0e+00 4.69e-01  5e-01  5e-01 0:00.1
    2     26 2.275865990348213e+02 1.1e+00 4.61e-01  5e-01  5e-01 0:00.2
    3     39 2.217874585134433e+02 1.1e+00 4.57e-01  4e-01  5e-01 0:00.3
   36    468 2.159571007532018e+02 2.0e+00 6.07e-01  4e-01  7e-01 0:03.4
   80   1040 2.116507584327628e+02 3.2e+00 3.12e-01  1e-01  4e-01 0:07.5
  100   1300 2.109460308136684e+02 4.0e+00 2.48e-01  1e-01  3e-01 0:09.3
  165   2145 2.093918019757656e+02 7.2e+00 1.47e-01  4e-02  2e-01 0:15.4
  200   2600 2.088105030898052e+02 8.9e+00 7.36e-02  2e-02  9e-02 0:18.6
  287   3731 2.084615246931897e+02 1.2e+01 2.97e-02  4e-03  4e-02 0:26.7
  300   3900 2.084510373712771e+02 1.3e+01 2.51e-02  3e-03  3e-02 0:27.9
  400   5200 2.083922864526513e+02 2.3e+01 1.42e-02  1e-03  2e-02 0:37.2
  500   6500 2.083771898402503e+02 4.3e+01 4.00e-03  3e-04  1e-02 0:46.6
  600   7800 2.083770383632483e+02 4.2e+01 1.75e-04  1e-05  4e-04 0:55.8
  700   9100 2.083770378722291e+02 1.6e+02 1.83e-04  8e-06  1e-03 1:05.1
  800  10400 2.083769948289403e+02 1.5e+03 1.71e-03  6e-05  9e-02 1:14.4
  900  11700 2.083769888168863e+02 1.5e+03 1.63e-04  5e-06  6e-03 1:23.7
 1000  13000 2.083769794994664e+02 1.5e+03 1.78e-03  4e-05  6e-02 1:33.1
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
 1100  14300 2.083769281145723e+02 1.6e+03 2.81e-04  6e-06  8e-03 1:42.3
 1200  15600 2.083769280490790e+02 1.4e+03 3.36e-06  6e-08  7e-05 1:51.6
 1266  16458 2.083769280490714e+02 1.3e+03 2.04e-07  3e-09  4e-06 1:57.8
termination on tolfun=1e-11 (Wed Jun 23 02:21:09 2021)
final/bestever f-value = 2.083769e+02 2.083769e+02
incumbent solution: [ 1.  1.  1.  1.  1.  1.  1. -1. ...]
std deviations: [3.82426371e-06 4.66209743e-08 3.21516812e-09 4.60067645e-08
 3.85390566e-06 5.16798325e-08 4.48344106e-08 5.31203433e-08 ...]",16458,145.230744
51,Uniform,50,L-BFGS-B-IS,449.3064811,7.099135757,"[-5.47892495e-03 -1.00000000e+00  1.00000000e+00  3.07167875e-01
 -8.21876892e-04 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00  2.47545082e-01 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00]","      fun: 231.92972753152773
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 7.09548398e-04,  1.08797874e+00, -2.45720203e+01, -4.18625482e-02,
        1.06286347e-04,  6.05808916e-01,  3.18466121e+00,  2.31163428e+00,
        2.49269003e+00,  1.68025708e-01,  2.46112474e+00,  9.51528415e-01,
        2.19544629e-01,  2.08211662e+00,  2.28530451e+00,  1.80003352e+00,
        1.47722263e+00,  5.66813693e-02,  8.47539512e-01,  3.01951656e+00,
        2.98788215e-01,  2.41993873e+00,  3.22001384e+00,  3.28971945e+00,
        3.48400754e-01])
  message: 'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
     nfev: 35
      nit: 15
     njev: 35
   status: 0
  success: True
        x: array([-5.47892495e-03, -1.00000000e+00,  1.00000000e+00,  3.07167875e-01,
       -8.21876892e-04, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00,  2.47545082e-01, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00])",35,190.421629
